"구분(1)",구분(2),2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021
"구분(1)",구분(2),건물내 노후 수도관 교체 지원,건물내 노후 수도관 교체 지원,건물내 노후 수도관 교체 지원,건물내 노후 수도관 교체 지원,건물내 노후 수도관 세척(녹제거) 지원,건물내 노후 수도관 세척(녹제거) 지원,건물내 노후 수도관 세척(녹제거) 지원,건물내 노후 수도관 세척(녹제거) 지원,가정 내 무료 수질검사,가정 내 무료 수질검사,가정 내 무료 수질검사,가정 내 무료 수질검사,연1회 수돗물품질보고서 제공,연1회 수돗물품질보고서 제공,연1회 수돗물품질보고서 제공,연1회 수돗물품질보고서 제공,취약계층 수도요금 감면,취약계층 수도요금 감면,취약계층 수도요금 감면,취약계층 수도요금 감면
"구분(1)",구분(2),인지도,인지도,이용경험,이용경험,인지도,인지도,이용경험,이용경험,인지도,인지도,이용경험,이용경험,인지도,인지도,이용경험,이용경험,인지도,인지도,이용경험,이용경험
"구분(1)",구분(2),모른다,안다,있다,없다,모른다,안다,있다,없다,모른다,안다,있다,없다,모른다,안다,있다,없다,모른다,안다,있다,없다
"지역",충청남도 당진시,95.8,4.2,6.9,93.1,96.3,3.7,8.5,91.5,95.4,4.6,25.6,74.4,97.1,2.9,19.7,80.3,76.1,23.9,7.9,92.1
"지역",충청남도 금산군,95.4,4.6,0.0,100.0,98.0,2.0,0.0,100.0,86.6,13.4,50.0,50.0,95.7,4.3,44.7,55.3,82.5,17.5,14.9,85.1
"지역",충청남도 부여군,96.4,3.6,14.6,85.4,96.8,3.2,0.0,100.0,95.1,4.9,6.8,93.2,96.2,3.8,26.5,73.5,85.5,14.5,2.5,97.5
"지역",충청남도 서천군,88.4,11.6,27.9,72.1,90.3,9.7,22.6,77.4,87.7,12.3,25.7,74.3,97.6,2.4,11.8,88.2,74.0,26.0,22.4,77.6
"지역",충청남도 청양군,89.7,10.3,10.8,89.2,78.6,21.4,32.5,67.5,90.7,9.3,21.9,78.1,98.6,1.4,0.0,100.0,68.2,31.8,2.0,98.0
"지역",충청남도 홍성군,94.6,5.4,0.0,100.0,96.9,3.1,0.0,100.0,99.0,1.0,0.0,100.0,98.6,1.4,0.0,100.0,78.2,21.8,0.0,100.0
"지역",충청남도 예산군,93.7,6.3,0.0,100.0,93.9,6.1,11.7,88.3,92.8,7.2,10.0,90.0,93.1,6.9,10.5,89.5,80.6,19.4,9.2,90.8
"지역",충청남도 태안군,94.1,5.9,0.0,100.0,95.4,4.6,0.0,100.0,93.0,7.0,4.1,95.9,99.8,0.2,0.0,100.0,69.5,30.5,7.5,92.5
"지역",전라북도 전주시,95.5,4.5,7.8,92.2,96.3,3.7,0.0,100.0,97.9,2.1,8.0,92.0,98.9,1.1,15.1,84.9,75.3,24.7,10.5,89.5
"지역",전라북도 군산시,95.6,4.4,0.0,100.0,96.1,3.9,2.6,97.4,94.3,5.7,0.0,100.0,95.3,4.7,11.8,88.2,53.7,46.3,6.0,94.0
"지역",전라북도 익산시,90.7,9.3,2.5,97.5,90.9,9.1,1.5,98.5,83.5,16.5,15.0,85.0,81.5,18.5,60.6,39.4,63.2,36.8,20.6,79.4
"지역",전라북도 정읍시,88.4,11.6,24.9,75.1,91.9,8.1,30.0,70.0,63.5,36.5,76.1,23.9,89.9,10.1,21.0,79.0,39.3,60.7,18.6,81.4
